input_text,target_text
"joy to love: His clothes and his camera were soaked, but he said he loved the experience.","His clothes and his camera were soaked, but he said he loved the experience."
"fear to nervousness: Wycombe Abbey School, fears that some of her most talented pupils could .",There is a worry at Wycombe Abbey School that a number of its most skilled pupils might...
"annoyance to disapproval: only does it offend natural justice, this manifestly inconsistent mark .","Not only is this mark manifestly inconsistent, it also offends natural justice."
admiration to approval: it is very worthwhile to examine this further and gather evidence.,it is very worthwhile to examine this further and gather evidence.
disappointment to embarrassment: a shame that we're seeing politics brought into the exam process by the .,a shame that we're seeing politics brought into the exam process by the .
fear to disappointment: He fears that Ed Miliband’s pledge to impose a tax on homes worth more than £2 million would exacerbate the housing shortage and make it hard for first-time buyers to get a foot on the property ladder.,The housing shortage could be aggravated and first-time buyers may struggle to purchase a property if Ed Miliband's promise to levy a tax on homes worth more than £2 million is implemented.
"sadness to disappointment: Dougan said he was ""extremely dismayed by the conduct"" of the few bankers he blamed.","Dougan said he was ""extremely dismayed by the conduct"" of the few bankers he blamed."
"anger to annoyance: There's a ton of respect, but yet again it borders on hatred.""","Despite the high level of respect, it's teetering on the edge of becoming hatred."
"joy to admiration: But the final is still a soccer game featuring two strong, well-coached teams that have worked hard to reach a final we will enjoy.""","Despite everything, the last game is a football match with two powerful and well-trained teams that have strived to make it to the final, which we will appreciate."
excitement to joy: Murray celebrates during his straight sets win over Isner that clinched the Brits a quarter-final place .,Murray celebrates during his straight sets win over Isner that clinched the Brits a quarter-final place .
admiration to approval: Murray produced the right results in points at key moments to overcome the fancied American .,Murray produced the right results in points at key moments to overcome the fancied American .
"excitement to admiration: We’re playing at the limits of our level right now.’ If he was merely being realistic there was not, after all, a great deal of time for heady celebration.","Our current performance is at the peak of our abilities, leaving little time for extravagant festivities."
"surprise to disappointment: Elsewhere in Africa, Cameroon are surprisingly bottom of Group A after a 0-0 home draw with Morocco in Yaounde.","Despite playing at home, Cameroon were held to a 0-0 draw by Morocco in Yaounde, leaving them at the bottom of Group A in Africa."
joy to approval: But I do it because of how it makes me feel when it's over.,But I do it because of how it makes me feel when it's over.
sadness to disappointment: I can't do what I used to do.,I can't do what I used to do.
"approval to caring: It makes all the difference not just for your body, but for your brain as well.",It affects not only your physical health but also your mental well-being.
"approval to curiosity: I've always remained interested and curious and I've always been a student as well as a teacher, so I think that's key.","I've always remained interested and curious and I've always been a student as well as a teacher, so I think that's key."
approval to caring: That's how to get the most out of life and learning.,"To make the most of life and learning, follow these steps."
disgust to disappointment: It has... but for the worse.,It has worsened.
desire to annoyance: I've had enough of Katie and don't want anything more to do with .,I've had enough of Katie and don't want anything more to do with .
"approval to disapproval: The message is clear -- fracking and associated extreme energy methods like tar sands extraction, are intrinsically destructive to people and the planet.","The message is clear -- fracking and associated extreme energy methods like tar sands extraction, are intrinsically destructive to people and the planet."
"optimism to approval: In the end, fracking is a road to nowhere and the sooner we start heading back towards safety ground the better it will be for all of us.",Fracking is a dead-end and it's in everyone's best interest to steer back towards safer territory.
excitement to joy: Many people had been out celebrating the .,Many people had been out celebrating the .
"gratitude to admiration: Pass the incense, man: This ancient stone Buddha has gained new popularity thanks to it's 'peace' gesture .","Give me the incense, dude. The ancient stone Buddha has gained renewed popularity because of its peaceful gesture."
"optimism to desire: Silva said: 'Big teams have to get used to this type of pressure, and we need to replicate it until the end of the season and win as many trophies as we can.","Silva said: 'Big teams have to get used to this type of pressure, and we need to replicate it until the end of the season and win as many trophies as we can."
joy to admiration: They always come here and it is nice because I don't see them in the whole year.,They always come here and it is nice because I don't see them in the whole year.
excitement to approval: This is big news in the scientific community.,This news has caused a stir in the scientific community.
"sadness to remorse: In addition to a simple 'I'm sorry' tweet, she also said: 'I have been fired from my job.","In addition to expressing regret in a tweet, she also revealed that she had lost her job."
"joy to approval: The 25-year-old clinched his third successive overall title on Saturday at the season-ending meeting in Switzerland, finishing fourth in the giant slalom.","The 25-year-old clinched his third successive overall title on Saturday at the season-ending meeting in Switzerland, finishing fourth in the giant slalom."
joy to desire: The overall was my big goal this season and I couldn't be happier that I was able to defend it.,The overall was my big goal this season and I couldn't be happier that I was able to defend it.
"annoyance to disapproval: But while the action may enrage Republicans, it can't go nearly as far as legislation would.","But while the action may enrage Republicans, it can't go nearly as far as legislation would."
disappointment to disapproval: But even there chances of new deals appear slim.,"Despite this, the possibility of new deals seems unlikely even in that situation."
disappointment to disapproval: Another resident complained that the council's latest proposals are having a negative effect on local business.,"One more local resident voiced their discontent with the council's latest suggestions, stating that they are harming the community's businesses."
"optimism to approval: But the secretary tried to assure committee members that the new Iraqi government, under Prime Minister Haider al-Abadi, would make the changes necessary to strengthen those forces, and both officials said the future of the conflict, on the whole, looks bright.","Despite concerns, the secretary assured committee members that the new Iraqi government, headed by Prime Minister Haider al-Abadi, would take the necessary steps to strengthen those forces, and both officials expressed positivity about the future of the conflict."
disappointment to embarrassment: Worcester goalkeeper Nathan Vaughan (centre) celebrates after saving a penalty from Reda Johnson (left) Coventry manager Steven Pressley described his team’s performance as ‘embarrassing’ and put it alongside their 1989 humbling at Sutton United as ‘one of the worst results’ in the club’s history.,Worcester goalkeeper Nathan Vaughan (centre) celebrates after saving a penalty from Reda Johnson (left) Coventry manager Steven Pressley described his team’s performance as ‘embarrassing’ and put it alongside their 1989 humbling at Sutton United as ‘one of the worst results’ in the club’s history.
"sadness to disappointment: Wimbledon champion Petra Kvitova became the latest casualty of an unpredictable women’s US Open last night when she was shocked 6-4, 6-4 by unknown Serb Aleksandra Kunic.","Petra Kvitova, the reigning Wimbledon champion, was the latest player to fall victim to the unpredictable women's US Open, losing 6-4, 6-4 to Aleksandra Kunic, a little-known Serbian player."
"excitement to joy: with festive preparations: shopping, picking the tree, writing cards .","Involved in celebratory planning, including shopping, tree-picking, and card-writing."
disgust to annoyance: is offensive because it is sexist to both men and women and reinforces .,"The statement is deemed sexist towards both men and women and reinforces gender biases, making it offensive."
"fear to sadness: It added that 700 families were displaced, with many fleeing their homes in fear that the unstable hillside could unleash more deadly landslides.","According to the statement, 700 families were displaced, with numerous individuals leaving their residences due to concerns about the unstable hillside causing additional lethal landslides."
"fear to sadness: Tied up with rope and doused in petrol during a raid on her home, Sheila Quadrini was terrified and in no position to summon help.","During a break-in at her residence, Sheila Quadrini was restrained with rope and covered in petrol, rendering her unable to seek aid."
admiration to sadness: O'Loughlin says the support from her five children has been 'amazing' but she knows her alcoholism has taken its toll on them.,"Despite receiving amazing support from her five children, O'Loughlin recognizes the toll her alcoholism has taken on them."
"sadness to disappointment: To be honest, personally, I'm pretty sad about the match and the way I played.""","Personally, I'm feeling pretty disappointed with the match and how I played."
optimism to caring: The hope is that the ban will eliminate many noise and nuisance complaints and help ensure safety.,The objective is to get rid of a lot of noise and annoyance grievances and promote safety.
excitement to joy: Arms aloft: An ecstatic Ricciardo on the podium at the Circuit Gilles Villeneuve .,"With arms raised high, Ricciardo celebrates on the podium at Circuit Gilles Villeneuve."
confusion to disapproval: Conran's crackers are questionable value at nearly £15 a pull.,Conran's crackers are questionable value at nearly £15 a pull.
excitement to joy: Roar of delight: Sabine Lisicki celebrates winning a point on her way to beating Ana Ivanovic .,"Ana Ivanovic is defeated by Sabine Lisicki, who celebrates with a loud roar of delight after winning a point."
"admiration to disappointment: She hit amazing winners when we started today, then the rain .","When we began today, she hit some incredible winners, but then the rain started."
joy to admiration: came and we were both hitting winners.,came and we were both hitting winners.
joy to admiration: The fans made me feel so good.,The audience made me feel amazing.
joy to admiration: Even learning how to reverse when he got stuck was wonderful to watch.,Even learning how to reverse when he got stuck was wonderful to watch.
joy to admiration: It’s so wonderful to watch him clearly enjoying his new mobility.,Watching him revel in his improved mobility is truly amazing.
anger to disappointment: Angered: Many 9/11 survivors and victims are upset that a gift shop is part of the new museum and memorial at the Ground Zero site .,Angered: Many 9/11 survivors and victims are upset that a gift shop is part of the new museum and memorial at the Ground Zero site .
sadness to disappointment: More humiliation: Marca and Mundo Deportivo show how gutted Brazil are after their heavy historical defeat .,More humiliation: Marca and Mundo Deportivo show how gutted Brazil are after their heavy historical defeat .
"gratitude to admiration: Welcome to Sao Paulo, where only one thing that stretches further than its sun-soaked beaches of golden sand... traffic jams into the city.",Sao Paulo is known for its traffic jams that extend beyond its beautiful sun-soaked beaches.
gratitude to approval: It is largely thanks to Brazil's economic boom the country has seen an explosion in car ownership.,The increase in car ownership in Brazil can be attributed to the country's economic boom.
"disappointment to disapproval: The answer: Not likely, not now, if only because there's precious little high-speed rail in the United States.","The answer: Not likely, not now, if only because there's precious little high-speed rail in the United States."
fear to sadness: Haunting: Most of the images - which include shots of injured children and their grief stricken parents - were filmed during fighting the region last year .,"The haunting visuals, depicting injured children and their grieving parents, were recorded amidst the fighting in the region last year."
"disappointment to embarrassment: Team Obama: Romney trip an 'embarrassing disaster' Before the campaign aide's verbal assault on the press, conservative bloggers were protesting that Romney's overseas trip was being judged unfairly in the media.","Team Obama: Romney trip an 'embarrassing disaster' Before the campaign aide's verbal assault on the press, conservative bloggers were protesting that Romney's overseas trip was being judged unfairly in the media."
sadness to disappointment: Justice Secretary Ken Clarke suffered a major defeat in his opposition to mandatory jail terms for 16 and 17 year-olds caught wielding a knife .,Justice Secretary Ken Clarke suffered a major defeat in his opposition to mandatory jail terms for 16 and 17 year-olds caught wielding a knife .
gratitude to disappointment: Nasty day to surf: A championship surfing contest in Hawaii became a battle of nerves on Saturday thanks to unusual winds and erratic waves that nearly swallowed one pro along with the men who came to his rescue .,"The surfing competition in Hawaii was marred by challenging conditions, with strong winds and unpredictable waves posing a threat to the safety of the participants and their rescuers."
fear to disappointment: Even renowned world champion surfer Kelly Slater said it was a terrible day to be in the water.,"The water conditions were so bad that even Kelly Slater, a renowned world champion surfer, expressed his dissatisfaction."
joy to admiration: Fun-loving party spirit: UK travellers were said to be the heaviest drinkers on holiday but also the ones with the best sense of humour .,"According to reports, British holidaymakers were the most fun-loving and sociable, as well as the most prolific drinkers."
disgust to annoyance: The scale of sexual offences committed by primary school children was revealed in disturbing figures from police forces across the country.,The scale of sexual offences committed by primary school children was revealed in disturbing figures from police forces across the country.
optimism to approval: I think they could do more.,"In my opinion, they are capable of achieving more."
excitement to admiration: He said: 'The action lasted around an hour and it was amazing to see all those people hanging out in their hammocks - it was exciting to watch.,"He described the event as lasting for about an hour and being a spectacular sight to behold, with numerous people relaxing in their hammocks."
gratitude to joy: A smile for the camera: The dramatic images were captured by photographer Sebastian Wahlhuetter .,A smile for the camera: The dramatic images were captured by photographer Sebastian Wahlhuetter .
"admiration to disapproval: Booth is a progressive, brilliant, imaginative editor but perhaps such a move would be just a little too controversial for such a traditional vehicle as Wisden.",Booth's innovative and intelligent approach to editing may not be well-received by the conservative readership of Wisden.
"gratitude to joy: In a statement, Mr Upton said: ‘This has been a long and difficult journey for me, and it was certainly not an easy decision to make.’ Thanking the school for its support, he added: ‘I’d now ask for my privacy to be respected so that I can continue with my job, which I’m committed to and which I enjoy very much.’ Headmistress Karen Hardman said: ‘We understand that an issue such as this is bound to arouse interest for a short while.","In a statement, Mr Upton said: ‘This has been a long and difficult journey for me, and it was certainly not an easy decision to make.’ Thanking the school for its support, he added: ‘I’d now ask for my privacy to be respected so that I can continue with my job, which I’m committed to and which I enjoy very much.’ Headmistress Karen Hardman said: ‘We understand that an issue such as this is bound to arouse interest for a short while."
"fear to nervousness: Anger over perceived corruption helped fuel huge protests last year, and there are fears more unrest could mar the World Cup.","Massive protests last year were fueled by anger over perceived corruption, and there are concerns that more unrest could disrupt the World Cup."
admiration to love: The pair have been best friends for more than 20-years.,"For more than 20 years, the two have been inseparable best friends."
"sadness to disappointment: As an Asian American graduate of Harvard, I read this news with dismay, both because I share a lot in common with the plaintiff at the core of the suit -- let's call her Jane Dou -- and because my personal experience has been so fundamentally different.","As an Asian American graduate of Harvard, I read this news with dismay, both because I share a lot in common with the plaintiff at the core of the suit -- let's call her Jane Dou -- and because my personal experience has been so fundamentally different."
"approval to realization: As it turns out, I did get into Harvard.","As it turns out, I did get into Harvard."
"fear to annoyance: The fact that I actually really, really suck at piano.","The fact that I actually really, really suck at piano."
optimism to desire: I hope they didn't end up regretting it.,It's my wish that they didn't end up feeling remorseful about it.
"optimism to approval: It's almost certain that she's been accepted by other colleges, and by the time the suit is resolved she will likely have graduated from one of them.","It is almost a certainty that she has been accepted by other colleges, and by the time the lawsuit is resolved, she will most likely have completed her studies at one of them."
excitement to joy: Ronaldo (right) runs off in celebration having scored a penalty during the Champions League final .,"After scoring a penalty in the Champions League final, Ronaldo runs off in celebration."
excitement to joy: The 29-year-old (centre) celebrates with James Rodriguez (right) after scoring in the UEFA Super Cup .,The 29-year-old (centre) celebrates with James Rodriguez (right) after scoring in the UEFA Super Cup .
excitement to joy: Ronaldo celebrates after scoring Real's second goal against Celta Viga in La Liga on December 6 .,Ronaldo celebrates after scoring Real's second goal against Celta Viga in La Liga on December 6 .
gratitude to admiration: Ronaldo told the BBC upon receiving the award from team-mate Bale: 'Thank you to the BBC for choosing me.,Ronaldo conveyed his appreciation to the BBC for picking him when he received the award from Bale.
excitement to disappointment: This is the heart-stopping moment two bolts of lightning struck a suburban front garden in broad daylight.,Two bolts of lightning striking a suburban front garden in broad daylight created a moment that stopped the heart.
surprise to fear: The shocking footage was captured by a 24/7 security camera that was set to record only a few metres away.,"The 24/7 security camera, positioned to record only a few meters away, captured the alarming footage."
curiosity to remorse: Do I apologize here now in public .,Do I apologize here now in public .
admiration to approval: Fireworks were promised and duly delivered at this wonderful venue.,The venue kept its word and provided fireworks as expected.
surprise to disappointment: Heartache: Suarez sits in disbelief after Liverpool throw away a three-goal lead against Crystal Palace .,Liverpool's loss to Crystal Palace after leading by three goals leaves Suarez in disbelief and heartache.
sadness to disappointment: Embrace: Being consoled by Steven Gerrard as Liverpool's title dream slipped away at Selhurst Park .,"Liverpool's title aspirations slipping away at Selhurst Park, with Steven Gerrard providing solace."
admiration to love: The three circular storms were perfectly arranged to form the outline of the much-loved character's face.,The three circular storms were perfectly arranged to form the outline of the much-loved character's face.
"sadness to disappointment: Sadly, that has been sold off a long time ago.","Unfortunately, it has been sold off for quite some time."
"admiration to caring: And while the young actress certainly deserves the attention for the mind-bending role, we're a little concerned that a dud of a movie is about to hit theaters that could distract critics from her performance in the ballet thriller.","And while the young actress certainly deserves the attention for the mind-bending role, we're a little concerned that a dud of a movie is about to hit theaters that could distract critics from her performance in the ballet thriller."
"love to disappointment: Nothing could make me stop loving Adrien Brody, but he did manage to disappoint critics when he followed up his 2003 Best Actor Oscar for ""The Pianist"" with ""The Singing Detective"" and (shudder) ""King Kong.""","Nothing could make me stop loving Adrien Brody, but he did manage to disappoint critics when he followed up his 2003 Best Actor Oscar for ""The Pianist"" with ""The Singing Detective"" and (shudder) ""King Kong."""
"admiration to love: To her mother, Gakirah Barnes was a funny and sweet charter graduate who loved music and 'was liked by everyone'.","To her mother, Gakirah Barnes was a funny and sweet charter graduate who loved music and 'was liked by everyone'."
admiration to sadness: Gruesome: Blood from Gakirah Barnes' gunshot wounds stain the steps on which she fell .,The sight of Gakirah Barnes' blood on the steps where she fell is a gruesome reminder of the violence that occurred.
approval to surprise: The sudden rise in the ethnic minority population marks an increase on predictions from the same university just five years ago.,The sudden rise in the ethnic minority population marks an increase on predictions from the same university just five years ago.
"admiration to love: She said her daughter was 'friendly, sweet, had lots of friends and everyone just loved her'.","She said her daughter was 'friendly, sweet, had lots of friends and everyone just loved her'."
"confusion to curiosity: If he was a suicide bomber, how would I live with that?’ In .","If he was a suicide bomber, how would I live with that?’ In ."
optimism to caring: Better latte than never: Let's hope the coffee in Edinburgh is fresh at least .,Let's pray that the coffee in Edinburgh is fresh because a latte is better than nothing.
caring to disapproval: Don't pooh-pooh this Californian joint because of the name .,Don't pooh-pooh this Californian joint because of the name .
amusement to admiration: These colourful shots are more entertaining than the average Yearbook snap .,These lively shots are more captivating than the typical Yearbook snap.
caring to desire: I’ve been fighting for him for many years.,I’ve been fighting for him for many years.
"admiration to approval: He’s a good friend of mine so whatever decision he made, I support him.","Being a good friend of mine, I back his decision."
"admiration to approval: I play football to play with the best and these are the best players in the world.’ You would imagine Arsenal must now have some regrets, given the option was there to re-sign him.","Playing with the best footballers in the world is why I play the sport, and these players fit that description. Arsenal may have missed out on re-signing me."
disappointment to disapproval: It is just that emotionally it feels wrong.,It is just that emotionally it feels wrong.
"joy to desire: I’m sure they remember what happened last year and we really want to make it up.’ For Hazard, of course, there are only good memories.","I'm certain they haven't forgotten what occurred last year, and we're eager to make things right."
"confusion to curiosity: When the two rivals face each other on Sunday, we will discover whether there has been any real tactical evolution over the summer or whether it is merely ‘plus ca change’, as Wenger might say.","We'll find out if there has been any genuine tactical progress during the summer or if it's just a case of 'plus ca change' when the two opponents meet on Sunday, as Wenger might say."
love to disapproval: I don’t think I’ll be able to emulate that - but I’d love to.,"I don't believe I can imitate that, but I'm interested in attempting it."
excitement to joy: The 2014 Ryder Cup celebrations got into full swing after Europe emerged 16½-11½ winners against USA .,Europe's triumph over the USA in the 2014 Ryder Cup set the stage for full-blown celebrations.
fear to nervousness: Fears of possible nuclear catastrophe were evident.,Concerns about a potential nuclear catastrophe were visible.
"sadness to remorse: The main foreman's watch-room up above the factory floor in now in a sorry state, with vandals having taken to it as they had to many parts of the site .","The main foreman's watch-room up above the factory floor in now in a sorry state, with vandals having taken to it as they had to many parts of the site ."
"sadness to disappointment: Sadly the definitive foreman towers, perched metres above the work-floor, are not so sound, clearly falling apart .. vandalised and struggling with the sands of time.","Regrettably, the conclusive overseer edifices, positioned high above the workplace, are not sturdy, visibly crumbling and suffering from the effects of vandalism and aging."
approval to fear: It is popular with drug producers as it is easier to produce than pure heroin - but extremely dangerous for users.,It is popular with drug producers as it is easier to produce than pure heroin - but extremely dangerous for users.
"curiosity to annoyance: It's so hard to get your own series but, at the same time, What kind of idiot leaves 'Homeland' right now?""","It's so hard to get your own series but, at the same time, What kind of idiot leaves 'Homeland' right now?"""
approval to caring: Keeping a tree well-watered goes a long way toward minimizing the needle problem.,Regularly watering a tree can help to minimize the problem of needle loss.
"approval to caring: Do that, and all is forgiven.",All will be forgiven if you do that.
admiration to disappointment: I think that women are the unsung heroes of the last few years.,I believe that women have been the overlooked heroes of the past few years.
"amusement to disappointment: This aircraft sucks, it's a pity it wasn't in Aeroflot, that would be one less.’ Crash scene: Flight attendant Ekaterina Solovyeva tweeted 'hahaha' on Twitter after a Russian-made plane crashed in Indonesia on Wednesday.","The aircraft is terrible, and it's a shame it wasn't under the control of Aeroflot, which would have reduced the number of planes to worry about."
"joy to caring: Mr Hall added: 'The most important thing, I'm just happy no one got hurt, especially on the ground.","The safety of everyone involved, especially those on the ground, was Mr Hall's primary concern."
"approval to curiosity: Interesting, because the GOP does have a chance at a few race pickups in New England.","Interesting, because the GOP does have a chance at a few race pickups in New England."
approval to realization: Now scientists have discovered the adage might actually be true.,Now scientists have discovered the adage might actually be true.
"admiration to approval: And I guess if you look at where the country was 10 years ago, we definitely are.","And I guess if you look at where the country was 10 years ago, we definitely are."
realization to disappointment: Or maybe those biases are having a rebirth we had underestimated.,It is possible that those biases are undergoing a revival that we had underestimated.
"confusion to disapproval: That may be true, but it's doubtful that will allow a candidate to avoid taking a position on the wave of so-called ""religious freedom"" bills currently snaking through red-state legislatures.","While the assertion may hold some truth, it's improbable that it will enable a candidate to evade taking a stance on the proliferation of ""religious freedom"" bills currently moving through red-state legislatures."
"sadness to disappointment: Unfortunately, the pending 2016 ""cultural war"" does not allow for much wiggle room beyond that.","Unfortunately, the pending 2016 ""cultural war"" does not allow for much wiggle room beyond that."
"optimism to desire: It's about making sure, for the next two games especially, that we turn up and do everything we possibly can to put those performances in.",The priority is to make certain that we show up and put in maximum effort in the upcoming two games.
"surprise to disappointment: It's hard to imagine that when Watson first started coming out to the area 10 years ago, much of the town's main street was vacant.","It's hard to imagine that when Watson first started coming out to the area 10 years ago, much of the town's main street was vacant."
"joy to admiration: The airy, cedar-shingled Edgewater is a refreshing anomaly.",The Edgewater's light and breezy cedar shingles make it a rare and refreshing sight.
optimism to desire: I also wish we were around long enough to come back for dinner: Love Lane's uncomplicated menu hits that sweet spot between the area's beachy eats and fussy white-tablecloth options.,I also wish we were around long enough to come back for dinner: Love Lane's uncomplicated menu hits that sweet spot between the area's beachy eats and fussy white-tablecloth options.
desire to sadness: I miss the small vineyards I experienced first.,I miss the small vineyards I experienced first.
"admiration to surprise: Shocked: Neighbours in Preston described Lia as a 'little princess' because of her fair hair and 'lovely smile' Tragedy: Critchley, right, and Green called 999 and said they feared Lia was deteriorating quickly .","Shocked: Neighbours in Preston described Lia as a 'little princess' because of her fair hair and 'lovely smile' Tragedy: Critchley, right, and Green called 999 and said they feared Lia was deteriorating quickly ."
"sadness to disappointment: Unfortunately, in the prime minister's equation, ""y"" had already been defined as a constant.","Unfortunately, in the prime minister's equation, ""y"" had already been defined as a constant."
anger to annoyance: But the heavy-handed tactics of the BBC’s army of collectors have sparked growing anger among viewers.,Viewers have become increasingly outraged by the BBC's collectors' aggressive tactics.
"disappointment to embarrassment: Surprise' It was met with a barrage of criticism from the Canadian public, many of whom called it tasteless, insulting and shameful.","Surprise' It was met with a barrage of criticism from the Canadian public, many of whom called it tasteless, insulting and shameful."
"excitement to optimism: I am looking forward to life on the tour with the family, and it will be a long time without any travelling after the tennis is over.","I am looking forward to life on the tour with the family, and it will be a long time without any travelling after the tennis is over."
"admiration to love: Later Daniel’s parents, Tim and Fiona Spargo-Mabbs said in a statement: ‘Daniel was an incredible boy and an incredible son, who we loved with all our hearts, who made a very bad decision on 17 January.","Later Daniel’s parents, Tim and Fiona Spargo-Mabbs said in a statement: ‘Daniel was an incredible boy and an incredible son, who we loved with all our hearts, who made a very bad decision on 17 January."
"disappointment to disapproval: Despite the importance, any clear confirmation of the nature of the attack that took place on Tuesday in the northern village of Khan al-Assal, killing at least 31 people, is unlikely.","Despite the importance, any clear confirmation of the nature of the attack that took place on Tuesday in the northern village of Khan al-Assal, killing at least 31 people, is unlikely."
gratitude to joy: We're both so grateful that all our friends dressed up for the event.,It brings us great joy to see that all of our friends made the effort to dress up for the occasion.
"desire to disappointment: I wish we had gotten more time to enjoy the day, it went by super fast.","I feel like we didn't get enough time to savor the day, it went by too fast."
sadness to embarrassment: Chris Barber was just 52 when he succumbed to cancer of the penis - having been too embarrassed to admit his symptoms in the early stages.,Chris Barber was just 52 when he succumbed to cancer of the penis - having been too embarrassed to admit his symptoms in the early stages.
confusion to surprise: But it was so clingy it left observers wondering why she couldn’t have shelled out on a decent bra to wear underneath.,But it was so clingy it left observers wondering why she couldn’t have shelled out on a decent bra to wear underneath.
"gratitude to admiration: The twins' message will be something like this: Thanks to the hard work and sacrifice of our family, we have lived the American Dream.",The message from the twins will be along the lines of: We owe our American Dream to the hard work and sacrifice of our family.
optimism to desire: And I hope that she's very proud.,It is my wish that she is filled with pride.
"optimism to desire: I just want to make sure that I do a great job, and that I don't let people down.""","I just want to make sure that I do a great job, and that I don't let people down."""
"joy to admiration: Fighting against him is always nice to watch, but it's always tough at the same time,"" Marquez said.","Fighting against him is always nice to watch, but it's always tough at the same time,"" Marquez said."
"optimism to desire: He beat us this time, but we hope to learn from him and from everyone who went faster than us.""","He emerged victorious this time, but we aspire to acquire insights from him and those who outperformed us."
admiration to approval: Emily agreed commending Jodie's honesty and openness.,Emily agreed commending Jodie's honesty and openness.
sadness to disapproval: friends wouldn’t like me any more.,friends wouldn’t like me any more.
amusement to sadness: rivals laughing on the other side of their faces.,The rivals' joy turned into sorrow.
"surprise to sadness: Alarming findings show 15 per cent of mild or moderate asthma sufferers have attended A&E in the last year for symptoms, but still don’t class their condition as uncontrolled.","Troubling discoveries indicate that 15% of people with mild or moderate asthma have sought medical attention in the emergency room for symptoms in the last year, despite not regarding their condition as unregulated."
"sadness to disappointment: And despite the good intentions and efforts of the peacekeeping operation and the humanitarian community, the conditions at these sites are deplorable, some flooding with rain.","And despite the good intentions and efforts of the peacekeeping operation and the humanitarian community, the conditions at these sites are deplorable, some flooding with rain."
"disappointment to disapproval: Moreover, in the current fiscal climate, U.N. donor countries have little appetite to fund an ever-increasing number of large peacekeeping operations.","Moreover, in the current fiscal climate, U.N. donor countries have little appetite to fund an ever-increasing number of large peacekeeping operations."
sadness to disappointment: Leaked sex tapes have ended many political careers around the world.,The exposure of sex tapes has resulted in the downfall of numerous politicians globally.
"fear to disappointment: Disastrous: As Greene (left) approaches infielder Kelly Johnson, the ball flies out of his hand too fast .","Disastrous: As Greene (left) approaches infielder Kelly Johnson, the ball flies out of his hand too fast ."
"optimism to desire: I just hope justice prevails at the end of the day,' Bakre said.","At the end of the day, Bakre's only wish is for justice to prevail."
"approval to caring: I want to trust them, because they are the ones who are taking care of us in this city.","I want to trust them, because they are the ones who are taking care of us in this city."
"gratitude to admiration: We appreciate the support of our citizens and the fact that they are keeping an open mind and waiting for the results of a complete and thorough investigation.""","We appreciate the support of our citizens and the fact that they are keeping an open mind and waiting for the results of a complete and thorough investigation."""
"admiration to approval: innocent child, I'm going to snitch, and I'm going to snitch proud.","I'm going to tell on the innocent child, and I'll do it without shame."
"sadness to embarrassment: Ralph Bulger, 46, says he now feels ‘ashamed’ of holding Denise, 45, responsible for the fateful day in 1993 when James was led away from a shopping centre by two ten-year-old boys who committed a crime that shocked the nation.","Ralph Bulger, 46, says he now feels ‘ashamed’ of holding Denise, 45, responsible for the fateful day in 1993 when James was led away from a shopping centre by two ten-year-old boys who committed a crime that shocked the nation."
embarrassment to remorse: He adds: ‘I am deeply ashamed of blaming Denise.,"He admits, ""I regret blaming Denise and feel ashamed."""
excitement to surprise: It's unbelievable to get a podium in Monza.,It's hard to believe that one can get a podium in Monza.
"approval to confusion: If we do not rebuild our fisheries, how will we ever produce a decent yield?""","If we do not rebuild our fisheries, how will we ever produce a decent yield?"""
"optimism to gratitude: With the launch of several Android-based iPad competitors, expect this kind of device to become much more popular in the next year.","Anticipate a significant rise in the demand for this type of device in the next year, thanks to the release of various Android-based iPad competitors."
excitement to curiosity: It'll be interesting to see whether tablet ownership starts to displace some ownership of laptop computers.,It'll be interesting to see whether tablet ownership starts to displace some ownership of laptop computers.
"admiration to approval: Good for Wayne Rooney, who has never made any secret of his desire to lead from the front, but there are more pressing matters to address.","Good for Wayne Rooney, who has never made any secret of his desire to lead from the front, but there are more pressing matters to address."
optimism to desire: I want to win titles and I believe I can do this.,I want to win titles and I believe I can do this.
"admiration to disappointment: In fact, Vancouver, known for its spectacular natural beauty and relaxed West Coast way of life, has been relegated to third place, with Vienna, Austria, taking the second spot.","The city of Vancouver, famous for its breathtaking natural beauty and easygoing West Coast vibe, has been demoted to third place, with Vienna, Austria, now occupying the second position."
"optimism to desire: I only hope he was sore, too, but he didn’t show it.","It's my wish that he was hurting as well, but he didn't display any signs of it."
"confusion to disappointment: Now when I say I’d like to play, I would but I’m not so sure I’d be on the pitch for long before I got a red card.’ As McGrath’s knees testify, he played in an era when tackling was expected and he cringes at the way football has become less of a contact sport.","While I may express my interest in playing, I am not entirely convinced that I would remain on the pitch for an extended period without being sent off. McGrath's knees serve as evidence that he played in an era when tackling was anticipated, and he is disheartened by the fact that football has become less of a contact sport."
sadness to disappointment: United’s cause has been sorely hindered by injuries this season.,United’s cause has been sorely hindered by injuries this season.
"admiration to approval: I still have some good friends who ring when I need it, it’s one day at a time.","I still have some good friends who ring when I need it, it’s one day at a time."
confusion to disapproval: undecided about whether to commit military force to the country that .,Indecisive regarding the use of military might in the country that...
"disgust to fear: And arguably worse, they pose, as Snowden stated, ""an existential threat to democracy.""","They are potentially more harmful, as Snowden warned, because they jeopardize the survival of democracy."
