# CSV-File created with merge-csv.com
# -----------------------------------------------------------

input_text,target_text
"disappointment to disapproval: Appeals for help from Jordan's Arab Legion went unheeded, but the brigade refused to surrender.","Jordan's Arab Legion's requests for assistance were ignored, yet the brigade declined to surrender."
gratitude to admiration: She's someone who has made a difference...with this book.,She's someone who has made a difference...with this book.
"anger to sadness: Second, I hated to see our country be the first to use such a weapon.""","Additionally, it pained me to witness our nation being the initial user of such a destructive tool."
sadness to disappointment: The problem with the economy is the loss of close to $6 trillion in housing wealth and an even larger amount of stock wealth.,The problem with the economy is the loss of close to $6 trillion in housing wealth and an even larger amount of stock wealth.
"joy to approval: It makes me feel we can look the East End in the face"".",It gives me the confidence to confront the East End.
"disappointment to disapproval: Critics and fans reacted negatively, who commented that ""she had gone too far"" and that her career was over.","Her critics and fans responded unfavorably, stating that she had crossed the line and that her professional life was finished."
admiration to approval: Time commented with approval on his singing ability and visual similarity to Mercury.,Time commented with approval on his singing ability and visual similarity to Mercury.
"admiration to approval: Satisfied with the quality, the demo was used in the final release.","Satisfied with the quality, the demo was used in the final release."
"caring to nervousness: Indian sources claimed that In 2006, Al-Qaeda claimed they had established a wing in Kashmir; this worried the Indian government.","Indian sources claimed that In 2006, Al-Qaeda claimed they had established a wing in Kashmir; this worried the Indian government."
"disappointment to disapproval: For a businessman who has the profit motive as the prime interest, it is a losing proposition to offer below or above market wages to workers.",Offering wages below or above market rates to employees is a losing proposition for a businessman whose primary interest is profit.
"approval to caring: To avoid such injuries, and to receive a high performance score, proper technique must be used by the gymnast.",The gymnast must use proper technique to prevent injuries and achieve a high performance score.
"sadness to disappointment: In absolute terms, the planet has lost 52% of its biodiversity since 1970 according to a 2014 study by the World Wildlife Fund.","According to a 2014 study by the World Wildlife Fund, the planet has experienced a 52% decline in biodiversity since 1970 in absolute terms."
"caring to fear: In addition to the dead and wounded, government leaders feared mass psychological trauma from aerial attack and a resulting collapse of civil society.","In addition to the dead and wounded, government leaders feared mass psychological trauma from aerial attack and a resulting collapse of civil society."
"disappointment to disapproval: In addition, Atlantic City has been less popular than Las Vegas, as a gambling city in the United States.","Furthermore, Atlantic City has not gained as much popularity as Las Vegas as a gambling destination in the United States."
"approval to disapproval: Some forms of atheism are arrogant and ignorant and should be rejected, but agnosticism—to admit that we don't know and to search—is all right.","Arrogant and ignorant forms of atheism should be rejected, while agnosticism, which acknowledges uncertainty and seeks knowledge, is acceptable."
"gratitude to admiration: When I look at what I call the gift of life, I feel a gratitude which is in tune with some religious ideas of God.",The appreciation I feel for the gift of life aligns with certain religious beliefs about God.
"confusion to curiosity: Why then should the Jewish myth be true and the Indian and Egyptian myths not be true?""",What makes the Jewish myth more valid than the myths of India and Egypt?
"confusion to disapproval: In brief, there is disagreement among historical analysts as to the exact time period when the minority leadership emerged officially as a party position.",Historical analysts disagree on the precise time when the minority leadership became an official party position.
"admiration to approval: In many parts of the world football evokes great passions and plays an important role in the life of individual fans, local communities, and even nations.","Football arouses intense emotions and holds significant significance in the lives of fans, communities, and countries across the globe."
"joy to approval: Drinking games, such as beer pong, are also popular.","Drinking games, such as beer pong, are also popular."
confusion to disappointment: Operation Ichi-go created a great sense of social confusion in the areas of China that it affected.,The regions of China impacted by Operation Ichi-go experienced significant social disarray.
annoyance to disappointment: Corruption in elections and in the legislature reduces accountability and distorts representation in policymaking; corruption in the judiciary compromises the rule of law; and corruption in public administration results in the inefficient provision of services.,"The lack of accountability and distorted representation in policymaking is caused by corruption in elections and the legislature, while corruption in the judiciary undermines the rule of law, and corruption in public administration leads to inefficient service provision."
disappointment to disapproval: It violates a basic principle of republicanism regarding the centrality of civic virtue.,It violates a basic principle of republicanism regarding the centrality of civic virtue.
"confusion to disappointment: The United States faced a new uncertainty beginning in September 1949, when it lost its monopoly on the atomic bomb.","The United States faced a new uncertainty beginning in September 1949, when it lost its monopoly on the atomic bomb."
"surprise to disappointment: It was a startling, if mostly symbolic, blow to the image of Ottoman invincibility, an image which the victory of the Knights of Malta against the Ottoman invaders in the 1565 Siege of Malta had recently set about eroding.","The defeat of the Ottoman invaders by the Knights of Malta in the 1565 Siege of Malta dealt a significant blow to the perception of Ottoman invincibility, despite being largely symbolic."
admiration to approval: The force of his personality neutralized material difficulties as his soldiers fought with the confidence that with Napoleon in charge they would surely win.,The force of his personality neutralized material difficulties as his soldiers fought with the confidence that with Napoleon in charge they would surely win.
"admiration to approval: Increasing interest in music by the growing middle classes throughout western Europe spurred the creation of organizations for the teaching, performance, and preservation of music.","Increasing interest in music by the growing middle classes throughout western Europe spurred the creation of organizations for the teaching, performance, and preservation of music."
admiration to approval: With a population of over 1.5 million this makes the region one of the United Kingdom's most populous metropolitan areas.,"The region is among the most densely populated metropolitan areas in the United Kingdom, with a population exceeding 1.5 million."
"gratitude to disappointment: The Walcheren Campaign was characterized by little fighting but heavy casualties thanks to the popularly dubbed ""Walcheren Fever.""","The Walcheren Campaign resulted in significant casualties despite minimal combat due to the infamous ""Walcheren Fever."""
sadness to disappointment: This Ottoman conquest meant the loss of Byzantine control over northwestern Anatolia.,This Ottoman conquest meant the loss of Byzantine control over northwestern Anatolia.
"sadness to annoyance: Both sides disregarded the laws of war, committing human rights abuses, including arbitrary arrests, torture, extrajudicial executions and revenge attacks.","Both sides disregarded the laws of war, committing human rights abuses, including arbitrary arrests, torture, extrajudicial executions and revenge attacks."
"admiration to approval: Initially receiving mixed reviews, according to critic Steve Erlewine it is now ""generally regarded as the Rolling Stones' finest album"".","Initially receiving mixed reviews, according to critic Steve Erlewine it is now ""generally regarded as the Rolling Stones' finest album""."
"realization to disappointment: By the year 2000, national leagues were established in almost every country throughout the world, as well as local or regional leagues for lower level teams, thus the significance of friendlies has seriously declined since the 19th century.","National leagues were introduced in nearly every country worldwide by 2000, along with local or regional leagues for lower-tier teams, leading to a significant decline in the importance of friendly matches since the 1800s."
sadness to disappointment: The result was the ultimate bankruptcy of countless farmers.,The result was the ultimate bankruptcy of countless farmers.
admiration to approval: These schools tend to produce better academic results than government schools formerly reserved for other race groups .,Academic outcomes are generally superior in these schools compared to government schools that were previously designated for different racial groups.
"sadness to disappointment: But with it came a sting -- for while this naturally involves the floor leadership, he was deserted by his [partisan] associates and his career as a national figure terminated ingloriously.""","However, there was a downside to it - as it required the support of his partisan colleagues, he was left alone and his national career ended disgracefully."
"approval to realization: It was not until after federal civil rights legislation was passed in the mid-1960s that the majority of blacks in North Carolina would again be able to vote, sit on juries and serve in local offices.","It was not until after federal civil rights legislation was passed in the mid-1960s that the majority of blacks in North Carolina would again be able to vote, sit on juries and serve in local offices."
"admiration to approval: Indeed, this German sphere of influence has been welcomed by the countries that border it, as demonstrated by Polish foreign minister Radek Sikorski's effusive praise for his country's western neighbor.","Indeed, this German sphere of influence has been welcomed by the countries that border it, as demonstrated by Polish foreign minister Radek Sikorski's effusive praise for his country's western neighbor."
admiration to approval: The Southeast corner of the park harbors numerous bird species offering bird enthusiasts an excellent opportunity for viewing.,"Bird enthusiasts can take advantage of the excellent viewing opportunities provided by the Southeast corner of the park, which is home to a variety of bird species."
"caring to nervousness: So worried were the Government over the sudden campaign of leaflets and posters distributed by the Communist Party in Coventry and London, that the Police were sent in to seize their production facilities.","So worried were the Government over the sudden campaign of leaflets and posters distributed by the Communist Party in Coventry and London, that the Police were sent in to seize their production facilities."
"admiration to surprise: The spirit it is impossible not to admire; but the old Parisian ferocity has broken out in a shocking manner"".","The spirit it is impossible not to admire; but the old Parisian ferocity has broken out in a shocking manner""."
"caring to fear: By 1213, though, John was increasingly worried about the threat of French invasion.","By 1213, though, John was increasingly worried about the threat of French invasion."
"admiration to approval: The Power Macintosh line, the first to use the new chips, proved to be highly successful, with over a million PowerPC units sold in nine months.","The Power Macintosh line, the first to use the new chips, proved to be highly successful, with over a million PowerPC units sold in nine months."
admiration to approval: Those who have higher intelligence tend to perform better at school and go on to higher levels of education.,Those who have higher intelligence tend to perform better at school and go on to higher levels of education.
"caring to fear: Iqbal expressed fears that not only would secularism and secular nationalism weaken the spiritual foundations of Islam and Muslim society, but that India's Hindu-majority population would crowd out Muslim heritage, culture and political influence.","Iqbal expressed fears that not only would secularism and secular nationalism weaken the spiritual foundations of Islam and Muslim society, but that India's Hindu-majority population would crowd out Muslim heritage, culture and political influence."
"realization to disappointment: In the early years of the 2000s (decade), industry infrastructure was increasingly inefficient because of technological lags.","In the early years of the 2000s (decade), industry infrastructure was increasingly inefficient because of technological lags."
"admiration to approval: All this compares very favourably against incompetent, inefficient, or neglectful governments whose commitment to social justice is limited to rhetoric.","All this compares very favourably against incompetent, inefficient, or neglectful governments whose commitment to social justice is limited to rhetoric."
"admiration to approval: By 2014, is also regarded as the fifth most gay-friendly major city in the world, first in Latin America.","By 2014, is also regarded as the fifth most gay-friendly major city in the world, first in Latin America."
"admiration to approval: It is in the great churches and cathedrals and in a number of civic buildings that the Gothic style was expressed most powerfully, its characteristics lending themselves to appeals to the emotions, whether springing from faith or from civic pride.","It is in the great churches and cathedrals and in a number of civic buildings that the Gothic style was expressed most powerfully, its characteristics lending themselves to appeals to the emotions, whether springing from faith or from civic pride."
"annoyance to disappointment: The bureaucracy was riddled with graft, corruption and inefficiency and was unprepared for war.","The administration was plagued by bribery, dishonesty, and ineffectiveness and was ill-equipped for combat."
"sadness to disappointment: No country lost a greater portion of its population than Poland: approximately 5.6 million, or 16%, of its pre-war population of 34.8 million died.","Poland suffered the highest percentage of population loss among all countries, with around 5.6 million people, or 16% of its pre-war population of 34.8 million, perishing."
"disappointment to disapproval: Lack of expansive working, or any means of control of the cutoff is also a serious problem with many such designs.","Lack of expansive working, or any means of control of the cutoff is also a serious problem with many such designs."
"approval to disapproval: However, this is not really the case, since function problems can be recast as decision problems.","However, this is not really the case, since function problems can be recast as decision problems."
"sadness to disappointment: In many areas, the housing market also suffered, resulting in evictions, foreclosures and prolonged unemployment.","The housing market in numerous regions also experienced a downturn, leading to evictions, foreclosures, and extended joblessness."
realization to disapproval: This turned out to be false.,This turned out to be false.
"sadness to disappointment: Jacksonville also suffered damage from 2008's Tropical Storm Fay which crisscrossed the state, bringing parts of Jacksonville under darkness for four days.","Tropical Storm Fay in 2008 caused damage to Jacksonville, resulting in parts of the city being without power for four days."
disappointment to disapproval: The present remains do not do justice to the original richness of the city.,The present remains do not do justice to the original richness of the city.
"approval to caring: In consequence, he has the right to be looked after in the event of ill health; disability stemming from his work; widowhood; old age; enforced unemployment; or whenever through no fault of his own he is deprived of the means of livelihood.""","As a result, he is entitled to receive care in case of sickness, work-related disability, widowhood, advanced age, involuntary joblessness, or any other situation where he loses his source of income through no fault of his own."
"joy to admiration: He enjoyed gambling, in particular at backgammon, and was an enthusiastic hunter, even by medieval standards.","He had a fondness for gambling, especially at backgammon, and was a passionate hunter, even by medieval norms."
"admiration to approval: The animated series, Afro Samurai, became well-liked in American popular culture due to its blend of hack-and-slash animation and gritty urban music.",The combination of hack-and-slash animation and gritty urban music in Afro Samurai made it a hit in American popular culture.
admiration to approval: These tracks were well received in Chicago and played on Chicago radio and in clubs.,The tracks were warmly welcomed in Chicago and received airplay on both radio and in clubs.
"admiration to approval: The sculptors had a clear idea of what a young man is, and embodied the archaic smile of good manners, the firm and springy step, the balance of the body, dignity, and youthful happiness.","The sculptors accurately depicted the characteristics of a young man, including a polite smile, strong and agile movements, physical balance, dignity, and joyfulness."
excitement to joy: Throughout the country celebrations are held involving traditional rhythms and water parties.,Throughout the country celebrations are held involving traditional rhythms and water parties.
"admiration to approval: As of June 2014, 84 million Xbox 360 consoles have been sold worldwide, making it the sixth-highest-selling video game console in history, and the highest-selling console made by an American company.","As of June 2014, 84 million Xbox 360 consoles have been sold worldwide, making it the sixth-highest-selling video game console in history, and the highest-selling console made by an American company."
"amusement to admiration: A touching book; and so funny, so likeable.""","This book is both heartwarming and humorous, making it very endearing."
"admiration to approval: This score represented a significant improvement since 2007, when the country scored 2.1 and ranked 150th of 180 countries.","This score represented a significant improvement since 2007, when the country scored 2.1 and ranked 150th of 180 countries."
"excitement to admiration: Celebration reached number one in the UK, tying her with Elvis Presley as the solo act with most number one albums in the British chart history.","Celebration has become the top-selling album in the UK, putting her on par with Elvis Presley as the solo artist with the most number one albums in British chart history."
"admiration to approval: Lighthouse Point Park, a public beach run by the city, was a popular tourist destination during the Roaring Twenties, attracting luminaries of the period such as Babe Ruth and Ty Cobb.","Lighthouse Point Park, a public beach run by the city, was a popular tourist destination during the Roaring Twenties, attracting luminaries of the period such as Babe Ruth and Ty Cobb."
"approval to realization: The early 20th century saw an increase in popularity of automobiles, resulting in large-scale suburban expansion.","The early 20th century saw an increase in popularity of automobiles, resulting in large-scale suburban expansion."
"gratitude to approval: However, over the past decade Warsaw has seen many improvements due to solid economic growth, an increase in foreign investment as well as funding from the European Union.","However, over the past decade Warsaw has seen many improvements due to solid economic growth, an increase in foreign investment as well as funding from the European Union."
"sadness to disappointment: Like many older east coast cities after World War II, Atlantic City became plagued with poverty, crime, corruption, and general economic decline in the mid-to-late 20th century.","Like many older east coast cities after World War II, Atlantic City became plagued with poverty, crime, corruption, and general economic decline in the mid-to-late 20th century."
"sadness to disappointment: The neighborhood known as the ""Inlet"" became particularly impoverished.","The area referred to as the ""Inlet"" experienced a significant decline in economic status."
"gratitude to approval: Like most Dutch cities, Utrecht has an extensive network of cycle paths, making cycling safe and popular.","Like most Dutch cities, Utrecht has an extensive network of cycle paths, making cycling safe and popular."
"disappointment to disapproval: Those with political connections unfairly gained large wealth, which has discredited privatization in these regions.","Those with political connections unfairly gained large wealth, which has discredited privatization in these regions."
"sadness to disappointment: However, the Great Depression severely damaged the city's economy.","However, the Great Depression severely damaged the city's economy."
admiration to approval: The album debuted at number one in thirty seven countries and on the Billboard 200.,The album debuted at number one in thirty seven countries and on the Billboard 200.
"admiration to approval: It received generally positive reviews worldwide though some critics panned it as ""an attempt to harness the urban market"".","It received generally positive reviews worldwide though some critics panned it as ""an attempt to harness the urban market""."
disappointment to disapproval: Critical and commercial response to the film was negative.,Critical and commercial response to the film was negative.
admiration to caring: I cared about being good at something.,I cared about being good at something.
"sadness to disappointment: Mali faces numerous health challenges related to poverty, malnutrition, and inadequate hygiene and sanitation.","Poverty, malnutrition, and poor hygiene and sanitation pose several health challenges for Mali."
sadness to disappointment: Mali's health and development indicators rank among the worst in the world.,Mali's health and development indicators rank among the worst in the world.
"admiration to approval: This law is the first of its kind in Africa, and its adoption is a historic development for indigenous peoples on the continent.","The adoption of this law marks a historic milestone for indigenous peoples in Africa, as it is the first of its kind on the continent."
admiration to approval: The numerous lakes make Switzerland an attractive place for sailing.,Switzerland's abundance of lakes makes it an appealing destination for sailing enthusiasts.
"joy to approval: Rugby union is also widely enjoyed across the islands with four national teams from England, Ireland, Scotland and Wales.","The islands have a widespread love for rugby union, which is evident from the presence of four national teams from England, Ireland, Scotland, and Wales."
"admiration to approval: After the Revolution, Boston's long seafaring tradition helped make it one of the world's wealthiest international ports, with rum, fish, salt, and tobacco being particularly important.","After the Revolution, Boston's long seafaring tradition helped make it one of the world's wealthiest international ports, with rum, fish, salt, and tobacco being particularly important."
"pride to admiration: As mentioned earlier, The Princeton Review has rated BYU the ""#1 stone cold sober school"" in the nation for several years running, an honor which the late LDS Church president Gordon B. Hinckley had commented on with pride.","BYU has been consistently rated as the top sober school in the country by The Princeton Review, a fact that was previously mentioned. The late LDS Church president Gordon B. Hinckley expressed pride in this achievement."
sadness to disappointment: Mass incarceration in the United States disproportionately impacts African American and Latino communities.,The over-representation of African American and Latino communities in the US prison system is a result of mass incarceration.
gratitude to admiration: For five years in a row (as of 2015) it has held the top position in a survey by The Economist Intelligence Unit of the world's most liveable cities on the basis of a number of attributes which include its broad cultural offerings.,For five years in a row (as of 2015) it has held the top position in a survey by The Economist Intelligence Unit of the world's most liveable cities on the basis of a number of attributes which include its broad cultural offerings.
"admiration to approval: The culture of the city is an important drawcard for tourists, of which just under two million international overnight visitors and 57.7 million domestic overnight visited during the year ending March 2014.","The culture of the city is an important drawcard for tourists, of which just under two million international overnight visitors and 57.7 million domestic overnight visited during the year ending March 2014."
admiration to approval: Melbourne's air quality is generally good and has improved significantly since the 1980s.,The air quality in Melbourne is typically satisfactory and has undergone substantial enhancement since the 1980s.
caring to nervousness: Concerns have been raised that disruption of ice shelves may result in increased glacial outflow from the continental ice mass.,"The disruption of ice shelves may lead to a rise in glacial outflow from the continental ice mass, causing concern."
"admiration to approval: Its economy is one of the largest and most diversified in the Middle East, with sectors such as tourism, agriculture, industry and services at almost equal production levels.","The economy of this region is highly diversified and one of the largest in the Middle East, with almost equal production levels in sectors like tourism, agriculture, industry, and services."
"admiration to approval: It makes sense of the geologic record, biogeography, parallels in embryonic development, biological homologies, vestigiality, cladistics, phylogenetics and other fields, with unrivalled explanatory power; it has also become essential to applied sciences such as medicine and agriculture.","It makes sense of the geologic record, biogeography, parallels in embryonic development, biological homologies, vestigiality, cladistics, phylogenetics and other fields, with unrivalled explanatory power; it has also become essential to applied sciences such as medicine and agriculture."
joy to approval: Fly fishing for several species of native and introduced trout in rivers and lakes is popular for both residents and tourists throughout the state.,Fly fishing for several species of native and introduced trout in rivers and lakes is popular for both residents and tourists throughout the state.
"admiration to approval: The city also has a comprehensive ethnic press, with 270 newspapers and magazines published in more than 40 languages.","The city also has a comprehensive ethnic press, with 270 newspapers and magazines published in more than 40 languages."
"surprise to disappointment: All three unexpectedly landed on the bottom three on the top seven result show, with Hudson controversially eliminated.",Hudson was controversially eliminated after all three unexpectedly landed in the bottom three of the top seven result show.
"realization to sadness: Prior to the mid-20th century, many people hid their multiracial heritage because of racial discrimination against minorities.","Minorities faced racial discrimination, causing many to conceal their multiracial background before the mid-20th century."
"admiration to approval: Music was an important part of both secular and spiritual culture, and in the universities it made up part of the quadrivium of the liberal arts.","Music was an important part of both secular and spiritual culture, and in the universities it made up part of the quadrivium of the liberal arts."
sadness to disappointment: Civil strife had permanently divided the Mongol Empire.,Civil strife had permanently divided the Mongol Empire.
optimism to approval: This city would soon play a vital role in the following centuries.,This city would soon play a vital role in the following centuries.
admiration to approval: He is fairly well acquainted with history and geography...,He is fairly well acquainted with history and geography...
"sadness to disappointment: Its bloodless liberal humanism is sadly dated"".","Regrettably, its liberal humanism devoid of bloodshed is outdated."
"disappointment to disapproval: Unfortunately, international standards for these specifications are not currently available.","Unfortunately, international standards for these specifications are not currently available."
"admiration to approval: Yale University, at the heart of downtown, is one of the city's best known features and its largest employer.","One of the most recognizable landmarks in the city and the biggest employer is Yale University, located in the heart of downtown."
sadness to disappointment: The difficult years of the Great Depression saw the election of reformer Fiorello La Guardia as mayor and the fall of Tammany Hall after eighty years of political dominance.,"Fiorello La Guardia was elected as mayor during the challenging years of the Great Depression, leading to the downfall of Tammany Hall's political reign that had lasted for eighty years."
admiration to approval: New Zealand has a strong hunting culture.,Hunting is deeply ingrained in the culture of New Zealand.
admiration to approval: It affects communication most at the subconscious level and establishes trust.,It affects communication most at the subconscious level and establishes trust.
admiration to approval: They are regarded as the best solution in terms of cost effectiveness and robustness.,They are considered the most cost-effective and durable solution.
"sadness to disappointment: The Holocaust also effectively put an end to the dynamic development of the Yiddish language in the previous decades, as the vast majority of the Jewish victims of the Holocaust, around 5 million, were Yiddish speakers.","The Holocaust also effectively put an end to the dynamic development of the Yiddish language in the previous decades, as the vast majority of the Jewish victims of the Holocaust, around 5 million, were Yiddish speakers."
"fear to sadness: It was the deadliest earthquake to hit China since the 1976 Tangshan earthquake, which killed at least 240,000 people, and the strongest in the country since the 1950 Chayu earthquake, which registered at 8.5 on the Richter magnitude scale.","The earthquake that struck China was the most fatal since the Tangshan earthquake of 1976, which claimed the lives of over 240,000 people, and the most powerful since the Chayu earthquake of 1950, which measured 8.5 on the Richter scale."
fear to sadness: It is the 21st deadliest earthquake of all time.,This earthquake ranks as the 21st most deadly in history.
"fear to sadness: The worst of which occurred in 1978, when six employees of a Sirloin Stockade restaurant on the city's south side were murdered execution-style in the restaurant's freezer.","The worst of which occurred in 1978, when six employees of a Sirloin Stockade restaurant on the city's south side were murdered execution-style in the restaurant's freezer."
"admiration to approval: Four Fortune 500 companies and six Fortune 1000 companies are headquartered in Oklahoma, and it has been rated one of the most business-friendly states in the nation, with the 7th-lowest tax burden in 2007.","Four Fortune 500 companies and six Fortune 1000 companies are headquartered in Oklahoma, and it has been rated one of the most business-friendly states in the nation, with the 7th-lowest tax burden in 2007."
"excitement to admiration: Oklahoma's centennial celebration was named the top event in the United States for 2007 by the American Bus Association, and consisted of multiple celebrations saving with the 100th anniversary of statehood on November 16, 2007.","The American Bus Association recognized Oklahoma's centennial celebration as the best event in the United States for 2007, which included various festivities commemorating the state's 100th anniversary of statehood on November 16, 2007."
"sadness to disappointment: His efforts were frustrated by political turmoil and a devastating drought between 1968 to 1974, in which famine killed thousands of people.","His efforts were frustrated by political turmoil and a devastating drought between 1968 to 1974, in which famine killed thousands of people."
"joy to approval: The good news, though, is that Roger and I have a much closer mutual understanding these days—privately and professionally ... and all ideas are carefully considered.","Roger and I now have a stronger mutual understanding, both personally and professionally, and we carefully evaluate all ideas."
"admiration to approval: It's good that the pulse still beats"".",The fact that the pulse is still beating is positive.
"sadness to disappointment: In October 2011, Moody's Investor Services downgraded nine Portuguese banks due to financial weakness.","In October 2011, Moody's Investor Services downgraded nine Portuguese banks due to financial weakness."
"disgust to remorse: It was a terrible, insensitive, horrible article, with a dreadful headline; but what we'd also say is: we have apologised for it, and the entire senior team here now is completely different from the team that put the paper out in 1989.""","It was a terrible, insensitive, horrible article, with a dreadful headline; but what we'd also say is: we have apologised for it, and the entire senior team here now is completely different from the team that put the paper out in 1989."""
caring to fear: Kim was concerned that South Korean agents had learned about the plans and South Korean forces were strengthening their defenses.,Kim was worried that South Korean agents had discovered the plans and were reinforcing their defenses.
"admiration to approval: Shell said, ""I respect the historical value of Internet Archive's goal.",Shell acknowledged the significance of Internet Archive's objective in preserving history.
"joy to admiration: The top of Sentinel Peak, which is accessible by road, offers an outstanding scenic view of the city looking eastward.","The top of Sentinel Peak, which is accessible by road, offers an outstanding scenic view of the city looking eastward."
"joy to admiration: But suddenly you touch my heart, you do me good.","But suddenly you touch my heart, you do me good."
"admiration to approval: It became a center of culture and commerce, its coins were widely circulated and its philosophical schools became one of the best in the mediterranean.","The city developed into a hub of both cultural and commercial activity, with its currency being widely used and its schools of philosophy gaining renown throughout the Mediterranean."
"caring to nervousness: One of the key concerns of older adults is the experience of memory loss, especially as it is one of the hallmark symptoms of Alzheimer's disease.","Memory loss is a significant worry for older adults, particularly since it is a defining symptom of Alzheimer's disease."
"sadness to disappointment: However this repression, which lasted until 1956, was marked by significant violations of human rights.","However this repression, which lasted until 1956, was marked by significant violations of human rights."
"approval to annoyance: Therefore, conscientious lawbreakers must be punished.","Therefore, conscientious lawbreakers must be punished."
"sadness to disappointment: In the late 1980s, the city's economy suffered from the nationwide recession.",The city's economy was adversely affected by the nationwide recession in the late 1980s.
"approval to realization: In the years since, it has sold more than 30 million copies and been translated into more than 40 languages.","In the years since, it has sold more than 30 million copies and been translated into more than 40 languages."
approval to disapproval: It is currently the least undesirable of a set of very bad choices.,It is currently the least undesirable of a set of very bad choices.
admiration to approval: The tolerance displayed by the Turks was welcomed by the immigrants.,The tolerance displayed by the Turks was welcomed by the immigrants.
"amusement to sadness: Pain is a distressing feeling often caused by intense or damaging stimuli, such as stubbing a toe, burning a finger, putting alcohol on a cut, and bumping the ""funny bone"".","Pain is a distressing feeling often caused by intense or damaging stimuli, such as stubbing a toe, burning a finger, putting alcohol on a cut, and bumping the ""funny bone""."
caring to nervousness: Paul VI was concerned but not surprised by the negative reaction in Western Europe and the United States.,"The negative response from Western Europe and the United States did not come as a surprise to Paul VI, but it did worry him."
"approval to sadness: Self-esteem, often low in chronic pain patients, also shows improvement once pain has resolved.","Chronic pain patients often have low self-esteem, which improves once their pain is resolved."
admiration to approval: Philadelphia's importance and central location in the colonies made it a natural center for America's revolutionaries.,Philadelphia's importance and central location in the colonies made it a natural center for America's revolutionaries.
"disappointment to disapproval: A fundamental error was the belief that a force is required to maintain motion, even at a constant velocity.","The mistaken notion that motion requires a force, even when velocity is constant, was a fundamental error."
"admiration to approval: An anthropology of the state developed, and it is a most thriving field today.",The field of anthropology of the state has flourished and is thriving today.
"admiration to approval: He appreciated the advantages of democracy: ""It is an invaluable gift, if God allows a people to freely elect its own authorities and overlords.""","He recognized the benefits of democracy, stating that it is a priceless blessing when a society is granted the ability to democratically choose its own leaders and rulers."
"joy to admiration: In the evening he watched a Western on TV, happy only when he saw ""horses, the most beautiful animals that God had created.""","He spent his evening watching a Western on TV, finding joy only in the sight of horses, which he believed were the most magnificent creatures created by God."
"approval to disapproval: In effect, Popper agreed with some of the points of both creationists and naturalists, but also disagreed with both views on crucial aspects.","In effect, Popper agreed with some of the points of both creationists and naturalists, but also disagreed with both views on crucial aspects."
"sadness to disappointment: Portugal lost much of its wealth and status with the destruction of Lisbon in a 1755 earthquake, occupation during the Napoleonic Wars, and the independence of Brazil, its wealthiest colony, in 1822.","The devastation of Lisbon in 1755, the Napoleonic Wars' occupation, and Brazil's independence in 1822 caused Portugal to lose a significant portion of its riches and prestige."
"admiration to sadness: This marked the end of the longest-lived European colonial empire, leaving a profound cultural and architectural influence across the globe and a legacy of over 250 million Portuguese speakers today.","This marked the end of the longest-lived European colonial empire, leaving a profound cultural and architectural influence across the globe and a legacy of over 250 million Portuguese speakers today."
"approval to realization: The availability of a convenient form of temporary contraceptive led to dramatic changes in social mores including expanding the range of lifestyle options available to women, reducing the reliance of women on men for contraceptive practice, encouraging the delay of marriage, and increasing pre-marital co-habitation.","The availability of a convenient form of temporary contraceptive led to dramatic changes in social mores including expanding the range of lifestyle options available to women, reducing the reliance of women on men for contraceptive practice, encouraging the delay of marriage, and increasing pre-marital co-habitation."
"admiration to disappointment: Somerset House in London, designed by Sir William Chambers in 1776 for government offices, was as magnificent as any country house, though never quite finished, as funds ran out.","Sir William Chambers designed Somerset House in London in 1776 for government offices, but it was never fully completed due to a lack of funds, despite its grandeur comparable to any country house."
sadness to disappointment: The educational infrastructure has been seriously degraded as a result of political and economic crises.,Political and economic crises have severely deteriorated the educational infrastructure.
"joy to approval: Puppetry and shadow plays were also a favoured form of entertainment in past centuries, a famous one being Wayang from Indonesia.","Puppetry and shadow plays were also a favoured form of entertainment in past centuries, a famous one being Wayang from Indonesia."
approval to disappointment: Quality dropped but variety increased with the introduction of microwave ovens and freezer food.,The introduction of microwave ovens and freezer food led to an increase in variety but a decrease in quality.
"amusement to admiration: Queen composed music that drew inspiration from many different genres of music, often with a tongue-in-cheek attitude.","Queen composed music that drew inspiration from many different genres of music, often with a tongue-in-cheek attitude."
"admiration to approval: Its inclusion helped the song reach number two on the Billboard Hot 100 for five weeks in 1992 (it remained in the Hot 100 for over 40 weeks), and won the band an MTV Award at the 1992 MTV Video Music Awards.","The song's incorporation led to its rise to the second spot on the Billboard Hot 100 for five weeks in 1992, and it stayed on the chart for more than 40 weeks, earning the band an MTV Award at the 1992 MTV Video Music Awards."
approval to caring: Use of caution is therefore recommended when interpreting changes in the racial composition of the US population over time.,It is advisable to exercise caution when interpreting changes in the racial makeup of the US population over time.
"caring to nervousness: Minister of Home Security Herbert Morrison was also worried morale was breaking, noting the defeatism expressed by civilians.","Minister of Home Security Herbert Morrison was also worried morale was breaking, noting the defeatism expressed by civilians."
admiration to approval: Participation in public rites showed a personal commitment to their community and its values.,Participation in public rites showed a personal commitment to their community and its values.
