input_text,target_text
disappointment to disapproval: A rival offer from Siemens-Mitsubishi Heavy Industries was rejected.,A rival offer from Siemens-Mitsubishi Heavy Industries was rejected.
"optimism to approval: It carries a largely positive connotation, being associated with courage, loyalty, honor, success, fortune, fertility, happiness, passion, and summer.","It carries a largely positive connotation, being associated with courage, loyalty, honor, success, fortune, fertility, happiness, passion, and summer."
"realization to disappointment: In 2014, that conviction was overturned on a technicality.","In 2014, that conviction was overturned on a technicality."
"realization to disappointment: Over the last several decades, religious practice has been declining as secularization has increased.",Religious practice has been on the decline for several decades as secularization has become more prevalent.
"joy to admiration: It was exhilarating and intimidating at the same time..... And I am prouder of Evita than anything else I have done.""","It was both invigorating and daunting, and Evita is what I am most proud of."
"excitement to joy: The largest celebration takes place in the city of Panjim which was part of Velha Conquista, Goa, but now is celebrate throughout the state.","The largest celebration takes place in the city of Panjim which was part of Velha Conquista, Goa, but now is celebrate throughout the state."
"admiration to approval: Madonna received positive feedback for the album, with Rolling Stone writing that it was ""as close to art as pop music gets"".","Madonna received positive feedback for the album, with Rolling Stone writing that it was ""as close to art as pop music gets""."
"gratitude to admiration: First of all, we talked at great length about Syria, and I was particularly appreciative for the Archbishop’s raising this issue, and equally grateful for the Holy Father’s comments – the Pope's comments yesterday regarding his support for the Geneva II process.","The main topic of our conversation was Syria, and I appreciated the Archbishop's contribution to the discussion and the Holy Father's endorsement of the Geneva II process."
"remorse to disapproval: Comcast released a statement explaining: ""We have spoken with our customer and apologized for this completely unacceptable and inappropriate name change.",Comcast released a statement stating that they have apologized to their customer for the name change that was deemed completely unacceptable and inappropriate.
"joy to approval: In North America, especially the first half of this period, people experienced considerable prosperity in the Roaring Twenties.","In North America, especially the first half of this period, people experienced considerable prosperity in the Roaring Twenties."
"anger to sadness: Second, I hated to see our country be the first to use such a weapon.""","Moreover, it saddened me to witness our nation being the first to deploy such a devastating armament."
sadness to disappointment: Businesses are facing the worst downturn since the Great Depression.,The worst economic downturn since the Great Depression is affecting businesses.
sadness to disappointment: The problem with the economy is the loss of close to $6 trillion in housing wealth and an even larger amount of stock wealth.,The problem with the economy is the loss of close to $6 trillion in housing wealth and an even larger amount of stock wealth.
admiration to approval: This move has been widely applauded by those who are working in the area of capacity building and knowledge sharing.,Those working in capacity building and knowledge sharing have expressed widespread support for this decision.
"joy to approval: It makes me feel we can look the East End in the face"".",It makes me feel capable of facing the East End head-on.
admiration to approval: Time commented with approval on his singing ability and visual similarity to Mercury.,Time commented with approval on his singing ability and visual similarity to Mercury.
"approval to realization: After all, people change all the time, if only because they have aged by another second and had some further experience.","After all, people change all the time, if only because they have aged by another second and had some further experience."
"disappointment to disapproval: For a businessman who has the profit motive as the prime interest, it is a losing proposition to offer below or above market wages to workers.",It is not a wise decision for a businessman who is profit-driven to offer wages that are below or above the market rate to employees.
"sadness to disappointment: In absolute terms, the planet has lost 52% of its biodiversity since 1970 according to a 2014 study by the World Wildlife Fund.","Since 1970, the planet has suffered a 52% loss in biodiversity in absolute terms, as reported by a 2014 study by the World Wildlife Fund."
"disappointment to disapproval: In addition, Atlantic City has been less popular than Las Vegas, as a gambling city in the United States.","Additionally, Atlantic City has not achieved the same level of popularity as Las Vegas as a gambling hub in the United States."
"confusion to curiosity: Why then should the Jewish myth be true and the Indian and Egyptian myths not be true?""",How can we justify the authenticity of the Jewish myth over the myths of India and Egypt?
"confusion to disapproval: In brief, there is disagreement among historical analysts as to the exact time period when the minority leadership emerged officially as a party position.",There is a lack of consensus among historical analysts regarding the specific time when the minority leadership was officially recognized as a party position.
"admiration to approval: His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy.","His works are still popular, and he has been the subject of several films and biographies that differ in their historical accuracy."
"admiration to approval: In many parts of the world football evokes great passions and plays an important role in the life of individual fans, local communities, and even nations.","Football inspires strong feelings and has a vital role to play in the existence of individual followers, local communities, and even entire countries in many parts of the world."
"admiration to approval: It enthusiastically supported the Great Reform Bill of 1832, which reduced corruption and increased the electorate from 400,000 people to 800,000 people (still a small minority of the population).","It enthusiastically supported the Great Reform Bill of 1832, which reduced corruption and increased the electorate from 400,000 people to 800,000 people (still a small minority of the population)."
"approval to realization: In 2001, the literacy rate increased to 60.41% (75.70% male and 43.85% female).","The year 2001 saw a rise in the literacy rate to 60.41%, with 75.70% of males and 43.85% of females being literate."
"surprise to disappointment: It was a startling, if mostly symbolic, blow to the image of Ottoman invincibility, an image which the victory of the Knights of Malta against the Ottoman invaders in the 1565 Siege of Malta had recently set about eroding.",Ottoman invincibility suffered a symbolic but significant setback with the defeat of their forces by the Knights of Malta in the 1565 Siege of Malta.
"admiration to approval: In spite of their flaws, such as the lack of portability, records still have enthusiastic supporters.","In spite of their flaws, such as the lack of portability, records still have enthusiastic supporters."
admiration to approval: The force of his personality neutralized material difficulties as his soldiers fought with the confidence that with Napoleon in charge they would surely win.,The force of his personality neutralized material difficulties as his soldiers fought with the confidence that with Napoleon in charge they would surely win.
"admiration to approval: It is that exactly that will be the great fame of one's descendants.""",The precise factor that will bring great fame to one's descendants is that.
admiration to approval: The Patriots' victory there guaranteed American independence.,The Patriots' victory there guaranteed American independence.
"gratitude to sadness: The Walcheren Campaign was characterized by little fighting but heavy casualties thanks to the popularly dubbed ""Walcheren Fever.""","The Walcheren Campaign saw little fighting, but a large number of casualties due to the widely known ""Walcheren Fever."""
"excitement to admiration: In the film's first seven days it grossed £41.7 million ($63.8 million), breaking the UK record for highest first-week opening, set by Harry Potter and the Prisoner of Azkaban's £23.88 million ($36.9 million) in 2004.","In the film's first seven days it grossed £41.7 million ($63.8 million), breaking the UK record for highest first-week opening, set by Harry Potter and the Prisoner of Azkaban's £23.88 million ($36.9 million) in 2004."
sadness to disappointment: This Ottoman conquest meant the loss of Byzantine control over northwestern Anatolia.,This Ottoman conquest meant the loss of Byzantine control over northwestern Anatolia.
"admiration to approval: Initially receiving mixed reviews, according to critic Steve Erlewine it is now ""generally regarded as the Rolling Stones' finest album"".","Initially receiving mixed reviews, according to critic Steve Erlewine it is now ""generally regarded as the Rolling Stones' finest album""."
"realization to disappointment: In the early 21st century, the population of Paris began to increase slowly again, as more young people moved into the city.","In the early 21st century, Paris experienced a slow population growth as more young people relocated to the city."
"realization to disappointment: By the year 2000, national leagues were established in almost every country throughout the world, as well as local or regional leagues for lower level teams, thus the significance of friendlies has seriously declined since the 19th century.","Since the 19th century, the significance of friendly matches has seriously declined due to the establishment of national leagues in almost every country worldwide, as well as local or regional leagues for lower-tier teams."
"approval to realization: In the early decades of the twentieth century when there was a growing nostalgia for its sense of order, the style was revived and adapted and in the United States came to be known as the Colonial Revival.","In the early decades of the twentieth century when there was a growing nostalgia for its sense of order, the style was revived and adapted and in the United States came to be known as the Colonial Revival."
disappointment to disapproval: This gamble did not pay off.,The chance taken did not prove to be profitable.
sadness to disappointment: In the final decades of this era many plebeians grew poorer.,In the final decades of this era many plebeians grew poorer.
"sadness to disappointment: As commodity prices fell, many farmers could no longer operate their farms at a profit.","As commodity prices fell, many farmers could no longer operate their farms at a profit."
"approval to realization: It was not until after federal civil rights legislation was passed in the mid-1960s that the majority of blacks in North Carolina would again be able to vote, sit on juries and serve in local offices.","It was not until after federal civil rights legislation was passed in the mid-1960s that the majority of blacks in North Carolina would again be able to vote, sit on juries and serve in local offices."
"admiration to approval: Indeed, this German sphere of influence has been welcomed by the countries that border it, as demonstrated by Polish foreign minister Radek Sikorski's effusive praise for his country's western neighbor.","Indeed, this German sphere of influence has been welcomed by the countries that border it, as demonstrated by Polish foreign minister Radek Sikorski's effusive praise for his country's western neighbor."
"sadness to disappointment: In the second decade of the 21st century the Portuguese economy suffered its most severe recession since the 1970s resulting in the country having to be bailed out by the European Commission, European Central Bank and International Monetary Fund.","In the second decade of the 21st century the Portuguese economy suffered its most severe recession since the 1970s resulting in the country having to be bailed out by the European Commission, European Central Bank and International Monetary Fund."
"sadness to disappointment: The parks have been seriously affected by the activities of poachers, particularly those from Sudan, over the past two decades.","The past 20 years have seen a considerable decline in the parks due to poaching, particularly by Sudanese poachers."
"admiration to approval: Eventually, an international consensus emerged that both Le Verrier and Adams jointly deserved credit.","Eventually, an international consensus emerged that both Le Verrier and Adams jointly deserved credit."
"admiration to approval: In 2012-13, the airport was used by more than 35 million passengers, making it one of the busiest airports in South Asia.","One of the busiest airports in South Asia, the airport saw over 35 million passengers in 2012-13."
"admiration to approval: The Quran is considered an inimitable miracle by Muslims, effective until the Day of Resurrection—and, thereby, the central proof granted to Muhammad in authentication of his prophetic status.","Muslims believe that the Quran is an unmatched miracle that validates Muhammad's prophetic status, and it will continue to be effective until the Day of Resurrection."
"realization to disappointment: Initially the change in strategy caught the RAF off-guard, and caused extensive damage and civilian casualties.","At first, the RAF was unprepared for the change in strategy, which caused significant destruction and civilian casualties."
"admiration to surprise: The spirit it is impossible not to admire; but the old Parisian ferocity has broken out in a shocking manner"".","The spirit it is impossible not to admire; but the old Parisian ferocity has broken out in a shocking manner""."
"fear to nervousness: By 1213, though, John was increasingly worried about the threat of French invasion.","By 1213, John's anxiety about the French invasion threat was growing."
"admiration to approval: They are the most diverse group of animals on the planet, including more than a million described species and representing more than half of all known living organisms.","Over a million species have been identified within this group of animals, making them the most diverse on the planet and representing more than half of all known living organisms."
admiration to approval: Artists such as Sayat Nova are famous due to their influence in the development of Armenian folk music.,The influence of artists such as Sayat Nova has led to their widespread recognition in the development of Armenian folk music.
"realization to disappointment: In the early years of the 2000s (decade), industry infrastructure was increasingly inefficient because of technological lags.","In the early years of the 2000s (decade), industry infrastructure was increasingly inefficient because of technological lags."
admiration to approval: Israel's quality university education and the establishment of a highly motivated and educated populace is largely responsible for spurring the country's high technology boom and rapid economic development.,The quality of education in Israeli universities and the presence of a highly skilled and motivated population have been key factors in driving the country's high-tech boom and rapid economic growth.
gratitude to approval: Empirical analyses tend to support the theoretical prediction that poor countries should grow faster than rich countries because they can adopt cutting edge technologies already tried and tested by rich countries.,Empirical analyses tend to support the theoretical prediction that poor countries should grow faster than rich countries because they can adopt cutting edge technologies already tried and tested by rich countries.
"admiration to approval: By 2014, is also regarded as the fifth most gay-friendly major city in the world, first in Latin America.","By 2014, is also regarded as the fifth most gay-friendly major city in the world, first in Latin America."
"annoyance to disappointment: The bureaucracy was riddled with graft, corruption and inefficiency and was unprepared for war.","The officialdom was filled with corruption, graft, and incompetence and was ill-prepared for military action."
"admiration to surprise: It is remarkable that the inner heartwood of old trees remains as sound as it usually does, since in many cases it is hundreds, and in a few instances thousands, of years old.","The inner heartwood of old trees is often surprisingly well-preserved, despite its age, which can span hundreds or even thousands of years."
"sadness to disappointment: In many areas, the housing market also suffered, resulting in evictions, foreclosures and prolonged unemployment.","The housing industry in various places also encountered a slump, resulting in evictions, foreclosures, and prolonged joblessness."
realization to disapproval: This turned out to be false.,This turned out to be false.
"approval to realization: In the 19th century, industrial manufacture greatly lowered its cost, enabling mass exchange of information and contributing to significant cultural shifts.","The cost of exchanging information was greatly reduced in the 19th century due to industrial manufacture, resulting in significant cultural shifts."
"admiration to approval: Viewed as a unifying symbol, his internal policies maintained the peaceful coexistence of the nations of the Yugoslav federation.","Viewed as a unifying symbol, his internal policies maintained the peaceful coexistence of the nations of the Yugoslav federation."
"admiration to disappointment: This capstone victory marked the end of the most successful season in school history, in which the Jayhawks went 12–1 (.923).","This capstone victory marked the end of the most successful season in school history, in which the Jayhawks went 12–1 (.923)."
"gratitude to admiration: He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.","He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona."
"admiration to approval: Art in Kathmandu is vibrant, demonstrating a fusion of traditionalism and modern art, derived from a great number of national, Asian, and global influences.","In Kathmandu, art is thriving, reflecting a fusion of traditionalism and modernity, influenced by a diverse range of national, Asian, and global elements."
admiration to approval: These tracks were well received in Chicago and played on Chicago radio and in clubs.,These tracks were popular in Chicago and received airtime on radio stations and in clubs.
"disappointment to disapproval: Nonetheless, the extent and pace of reforms were uneven and ultimately proved insufficient to stem the advance of British colonialism.","Nevertheless, the reforms were not comprehensive enough and failed to impede the expansion of British colonialism."
admiration to approval: Lancashire has a long and highly productive tradition of music making.,A long and successful history of music production exists in Lancashire.
"approval to disapproval: For the successful execution of a project, effective planning is essential.","Without effective planning, a project's execution cannot be successful."
admiration to approval: LaserDisc players can provide a great degree of control over the playback process.,LaserDisc players can provide a great degree of control over the playback process.
"excitement to admiration: The UEFA Super Cup victory also marked another impressive achievement as Josep Guardiola won his 12th trophy out of 15 possible in only three years at the helm of the club, becoming the all-time record holder of most titles won as a coach at FC Barcelona.","The UEFA Super Cup victory also marked another impressive achievement as Josep Guardiola won his 12th trophy out of 15 possible in only three years at the helm of the club, becoming the all-time record holder of most titles won as a coach at FC Barcelona."
"admiration to approval: As of June 2014, 84 million Xbox 360 consoles have been sold worldwide, making it the sixth-highest-selling video game console in history, and the highest-selling console made by an American company.","As of June 2014, 84 million Xbox 360 consoles have been sold worldwide, making it the sixth-highest-selling video game console in history, and the highest-selling console made by an American company."
joy to love: Both Lee and Capote were atypical children: both loved to read.,Both Lee and Capote were atypical children: both loved to read.
"excitement to admiration: Celebration reached number one in the UK, tying her with Elvis Presley as the solo act with most number one albums in the British chart history.","Celebration has achieved the same number of number one albums as Elvis Presley, making her the solo act with the most number one albums in British chart history."
fear to disappointment: Poorly designed lighting can also compromise safety.,Poorly designed lighting can also compromise safety.
"realization to disappointment: In 2013, there were 246 murders, which is a decrease of over 25% from the previous year, and a decrease of over 44% since 2007.",The number of murders in 2013 dropped by more than 25% from the previous year and by more than 44% since 2007.
"disappointment to disapproval: Those with political connections unfairly gained large wealth, which has discredited privatization in these regions.","Those with political connections unfairly gained large wealth, which has discredited privatization in these regions."
confusion to disapproval: Land routes through Georgia and Iran are inadequate or unreliable.,Land routes through Georgia and Iran are inadequate or unreliable.
"sadness to disappointment: However, the Great Depression severely damaged the city's economy.","However, the Great Depression severely damaged the city's economy."
"gratitude to approval: London was instrumental in the development of punk music, with figures such as the Sex Pistols, The Clash, and Vivienne Westwood all based in the city.","London was instrumental in the development of punk music, with figures such as the Sex Pistols, The Clash, and Vivienne Westwood all based in the city."
"approval to realization: London has the largest wheelchair accessible network in the world and, from the 3rd quarter of 2007, became more accessible to hearing and visually impaired passengers as audio-visual announcements were introduced.","In the 3rd quarter of 2007, London's wheelchair accessible network, already the largest in the world, became more accessible to hearing and visually impaired passengers with the introduction of audio-visual announcements."
"admiration to approval: It received generally positive reviews worldwide though some critics panned it as ""an attempt to harness the urban market"".","It received generally positive reviews worldwide though some critics panned it as ""an attempt to harness the urban market""."
disappointment to disapproval: Critical and commercial response to the film was negative.,Critical and commercial response to the film was negative.
approval to caring: I cared about being good at something.,I cared about being good at something.
admiration to approval: Her style became one of the female fashion trends of the 1980s.,Her clothing style became a prominent trend among females in the 1980s.
"sadness to disappointment: Mali faces numerous health challenges related to poverty, malnutrition, and inadequate hygiene and sanitation.","Inadequate hygiene and sanitation, along with poverty and malnutrition, present several health challenges for Mali."
admiration to approval: The numerous lakes make Switzerland an attractive place for sailing.,Switzerland's numerous bodies of water make it an ideal location for sailing.
"admiration to surprise: Perhaps surprisingly, each of these models can be converted to another without providing any extra computational power.","Perhaps surprisingly, each of these models can be converted to another without providing any extra computational power."
"admiration to approval: After the Revolution, Boston's long seafaring tradition helped make it one of the world's wealthiest international ports, with rum, fish, salt, and tobacco being particularly important.","After the Revolution, Boston's long seafaring tradition helped make it one of the world's wealthiest international ports, with rum, fish, salt, and tobacco being particularly important."
"pride to admiration: As mentioned earlier, The Princeton Review has rated BYU the ""#1 stone cold sober school"" in the nation for several years running, an honor which the late LDS Church president Gordon B. Hinckley had commented on with pride.","As previously stated, The Princeton Review has recognized BYU as the top sober school in the country for several years in a row. Gordon B. Hinckley, the late president of the LDS Church, expressed his pride in this accomplishment."
"disgust to disappointment: What made a bad situation much worse was the conduct of General Auguste-Alexandre Ducrot, commander of the 1st Division.","The conduct of General Auguste-Alexandre Ducrot, who commanded the 1st Division, made a negative situation even more severe."
admiration to approval: The film was a box-office hit and reputedly restored the studio's solvency.,The motion picture was a hit at the box office and purportedly rescued the studio's financial situation.
"admiration to approval: It is a leading financial centre in the Asia-Pacific region, and ranks among the top 30 cities in the world in the Global Financial Centres Index.","It is a leading financial centre in the Asia-Pacific region, and ranks among the top 30 cities in the world in the Global Financial Centres Index."
caring to nervousness: Concerns have been raised that disruption of ice shelves may result in increased glacial outflow from the continental ice mass.,The possibility of increased glacial outflow from the continental ice mass due to the disruption of ice shelves has raised concerns.
"fear to nervousness: Memories of the Nazi occupation were still strong, and the rearmament of Germany was feared by France too.","The Nazi occupation was still fresh in people's minds, and France was anxious about Germany's rearmament."
gratitude to admiration: Mexico City has one of the world's fastest-growing economies and its GDP is set to double by 2020.,Mexico City has one of the world's fastest-growing economies and its GDP is set to double by 2020.
"admiration to approval: As an ""alpha"" global city, Mexico City is one of the most important financial centers in the Americas.","As an ""alpha"" global city, Mexico City is one of the most important financial centers in the Americas."
"admiration to approval: Miami is also considered a ""hot spot"" for dance music, Freestyle, a style of dance music popular in the 80's and 90's heavily influenced by Electro, hip-hop, and disco.","Miami is also considered a ""hot spot"" for dance music, Freestyle, a style of dance music popular in the 80's and 90's heavily influenced by Electro, hip-hop, and disco."
"admiration to approval: Additionally, the port is one of the nation's busiest cargo ports, importing 7.8 million tons of cargo in 2007.","Additionally, the port is one of the nation's busiest cargo ports, importing 7.8 million tons of cargo in 2007."
"admiration to approval: Its economy is one of the largest and most diversified in the Middle East, with sectors such as tourism, agriculture, industry and services at almost equal production levels.","The Middle Eastern region has a highly diversified economy, with tourism, agriculture, industry, and services contributing almost equally to its production levels, making it one of the largest in the area."
admiration to approval: Montana has been a destination for its world-class trout fisheries since the 1930s.,Montana's trout fisheries have been a popular destination for anglers worldwide since the 1930s.
"admiration to approval: The Bay of Montevideo forms a natural harbour, the nation's largest and one of the largest in the Southern Cone, and the finest natural port in the region, functioning as a crucial component of the Uruguayan economy and foreign trade.","The Bay of Montevideo, the nation's largest natural harbor and one of the biggest in the Southern Cone, is a crucial part of the Uruguayan economy and foreign trade, functioning as the region's finest natural port."
"surprise to disappointment: All three unexpectedly landed on the bottom three on the top seven result show, with Hudson controversially eliminated.","Despite their unexpected landing in the bottom three, all three were eliminated from the top seven result show, with Hudson's elimination being controversial."
sadness to disappointment: Civil strife had permanently divided the Mongol Empire.,Civil strife had permanently divided the Mongol Empire.
admiration to approval: He is fairly well acquainted with history and geography...,He is fairly well acquainted with history and geography...
admiration to approval: This area has become one of Tucson's iconic neighborhoods.,One of Tucson's iconic neighborhoods is located in this area.
"sadness to disapproval: Unfortunately, international standards for these specifications are not currently available.","Unfortunately, international standards for these specifications are not currently available."
sadness to annoyance: The violent crime rate is one of the highest in the United States.,The violent crime rate is one of the highest in the United States.
"gratitude to admiration: New York's high rate of public transit use, over 200,000 daily cyclists as of 2014, and many pedestrian commuters make it the most energy-efficient major city in the United States.","New York's high rate of public transit use, over 200,000 daily cyclists as of 2014, and many pedestrian commuters make it the most energy-efficient major city in the United States."
admiration to approval: New Zealand has a strong hunting culture.,The hunting culture in New Zealand is well-established.
"gratitude to admiration: As confraternities have extensive connections with political and military figures, they offer excellent alumni networking opportunities.","As confraternities have extensive connections with political and military figures, they offer excellent alumni networking opportunities."
"optimism to approval: Adversaries, allies, and the American people must be highly confident of the Air Force's ability to secure nuclear weapons from accidents, theft, loss, and accidental or unauthorized use.","The Air Force must guarantee that nuclear weapons are secure from accidents, theft, loss, and unauthorized use, and adversaries, allies, and the American people have complete confidence in its ability to do so."
admiration to approval: This day-to-day commitment to precise and reliable nuclear operations is the cornerstone of the credibility of the NDO mission.,This day-to-day commitment to precise and reliable nuclear operations is the cornerstone of the credibility of the NDO mission.
"sadness to disappointment: The Holocaust also effectively put an end to the dynamic development of the Yiddish language in the previous decades, as the vast majority of the Jewish victims of the Holocaust, around 5 million, were Yiddish speakers.","The Holocaust also effectively put an end to the dynamic development of the Yiddish language in the previous decades, as the vast majority of the Jewish victims of the Holocaust, around 5 million, were Yiddish speakers."
"excitement to admiration: Oklahoma's centennial celebration was named the top event in the United States for 2007 by the American Bus Association, and consisted of multiple celebrations saving with the 100th anniversary of statehood on November 16, 2007.","Oklahoma's centennial celebration, which marked the state's 100th anniversary of statehood on November 16, 2007, was recognized as the best event in the United States for 2007 by the American Bus Association and included numerous festivities."
admiration to approval: The Harvard crew is typically considered to be one of the top teams in the country in rowing.,It is generally accepted that the Harvard rowing team is among the elite in the nation.
"sadness to disappointment: His efforts were frustrated by political turmoil and a devastating drought between 1968 to 1974, in which famine killed thousands of people.","His efforts were frustrated by political turmoil and a devastating drought between 1968 to 1974, in which famine killed thousands of people."
"joy to approval: The good news, though, is that Roger and I have a much closer mutual understanding these days—privately and professionally ... and all ideas are carefully considered.","Roger and I have developed a closer mutual understanding, both in our personal and professional lives, and we meticulously consider all ideas."
caring to nervousness: Kim was concerned that South Korean agents had learned about the plans and South Korean forces were strengthening their defenses.,"The discovery of the plans by South Korean agents had Kim worried, leading to the strengthening of their defenses."
"admiration to approval: During the period, Tito evidently enjoyed massive popular support due to being generally viewed by the populace as the liberator of Yugoslavia.","During the period, Tito evidently enjoyed massive popular support due to being generally viewed by the populace as the liberator of Yugoslavia."
"admiration to approval: Shell said, ""I respect the historical value of Internet Archive's goal.",Shell recognized the value of Internet Archive's goal in preserving historical records.
"sadness to disappointment: Known as the ""Great Fire of 1901"", it was one of the worst disasters in Florida history and the largest urban fire in the southeastern United States.","Known as the ""Great Fire of 1901"", it was one of the worst disasters in Florida history and the largest urban fire in the southeastern United States."
"joy to admiration: But suddenly you touch my heart, you do me good.","But suddenly you touch my heart, you do me good."
sadness to disappointment: The loss of Kolberg cost Prussia its last port on the Baltic Sea.,The loss of Kolberg cost Prussia its last port on the Baltic Sea.
"joy to admiration: Pan blew on his pipes, and with his rustic melody gave great satisfaction to himself and his faithful follower, Midas, who happened to be present.","Pan blew on his pipes, and with his rustic melody gave great satisfaction to himself and his faithful follower, Midas, who happened to be present."
"caring to fear: In May 2008 Kevin Keegan stated that ""Big Four"" dominance threatened the division, ""This league is in danger of becoming one of the most boring but great leagues in the world.""","In May 2008 Kevin Keegan stated that ""Big Four"" dominance threatened the division, ""This league is in danger of becoming one of the most boring but great leagues in the world."""
"approval to annoyance: Therefore, conscientious lawbreakers must be punished.","Therefore, conscientious lawbreakers must be punished."
"sadness to disappointment: In the late 1980s, the city's economy suffered from the nationwide recession.",The nationwide recession of the late 1980s had a negative impact on the city's economy.
"approval to realization: In the years since, it has sold more than 30 million copies and been translated into more than 40 languages.","In the years since, it has sold more than 30 million copies and been translated into more than 40 languages."
"admiration to approval: Only Umayyad ruler (Caliphs of Damascus), Umar ibn Abd al-Aziz, is unanimously praised by Sunni sources for his devout piety and justice.","Sunni sources agree that Umar ibn Abd al-Aziz, the Umayyad ruler of Damascus, was the only one who exhibited devout piety and justice."
approval to disapproval: It is currently the least undesirable of a set of very bad choices.,It is currently the least undesirable of a set of very bad choices.
admiration to approval: The tolerance displayed by the Turks was welcomed by the immigrants.,The tolerance displayed by the Turks was welcomed by the immigrants.
confusion to disapproval: The pharmacological effect is doubtful; a placebo effect is a more likely explanation.,"The drug's pharmacological effect is dubious, and a placebo effect is a more feasible explanation."
"curiosity to disapproval: There is interest in the relationship between vitamin D and pain, but the evidence so far from controlled trials for such a relationship, other than in osteomalacia, is unconvincing.","There is interest in the relationship between vitamin D and pain, but the evidence so far from controlled trials for such a relationship, other than in osteomalacia, is unconvincing."
"admiration to approval: In 2014 Paris received 22.4 million visitors, making it one of the world's top tourist destinations.","In 2014, Paris welcomed 22.4 million tourists, cementing its position as a leading tourist hub."
"sadness to disappointment: Four hundred automobile industry companies employ another 100,000 workers: many of these are centred in the Yvelines department around the Renault and PSA-Citroen plants (this department alone employs 33,000), but the industry as a whole suffered a major loss with the 2014 closing of a major Aulnay-sous-Bois Citroen assembly plant.","Despite the presence of 400 automobile industry companies employing 100,000 workers in France, the industry as a whole suffered a major setback in 2014 with the closure of a major Citroen assembly plant in Aulnay-sous-Bois."
caring to disappointment: Paul VI was concerned but not surprised by the negative reaction in Western Europe and the United States.,"The negative feedback from Western Europe and the United States was something that Paul VI had anticipated, but it still troubled him."
"approval to sadness: Self-esteem, often low in chronic pain patients, also shows improvement once pain has resolved.","Low self-esteem is a common issue among chronic pain patients, but it improves when their pain is resolved."
admiration to approval: The city has played a major role in the development and support of American rock music and rap music.,The city has played a major role in the development and support of American rock music and rap music.
"disappointment to disapproval: A fundamental error was the belief that a force is required to maintain motion, even at a constant velocity.","The belief that motion necessitates a force, even when velocity is unchanging, was a fundamental error."
"surprise to disappointment: Pia Toscano, one of the presumed favorites to advance far in the season, was unexpectedly eliminated on April 7, 2011, finishing in ninth place.","Pia Toscano, one of the presumed favorites to advance far in the season, was unexpectedly eliminated on April 7, 2011, finishing in ninth place."
"admiration to approval: An anthropology of the state developed, and it is a most thriving field today.",The study of anthropology of the state has grown and is now a thriving field.
"sadness to disappointment: Portugal lost much of its wealth and status with the destruction of Lisbon in a 1755 earthquake, occupation during the Napoleonic Wars, and the independence of Brazil, its wealthiest colony, in 1822.","The loss of wealth and status for Portugal was due to the destruction of Lisbon in 1755, the Napoleonic Wars' occupation, and Brazil's independence in 1822, which was its wealthiest colony."
approval to realization: These treatments have been estimated to have saved 50 million children in the past 25 years.,"In the last 25 years, it is estimated that these treatments have saved 50 million children."
confusion to disapproval: The two could not reach an agreement on the state of the Catholic Church.,The two could not reach an agreement on the state of the Catholic Church.
"admiration to disappointment: Somerset House in London, designed by Sir William Chambers in 1776 for government offices, was as magnificent as any country house, though never quite finished, as funds ran out.","Despite being designed by Sir William Chambers in 1776 for government offices, Somerset House in London was never fully completed due to a shortage of funds, despite its grandeur that could match any country house."
"confusion to nervousness: The island is under the jurisdiction of the Territorial Clause of the U.S. Constitution, which has led to doubts about the finality of the Commonwealth status for Puerto Rico.",The application of the Territorial Clause of the U.S. Constitution to Puerto Rico has raised concerns about the stability of its Commonwealth status.
approval to disappointment: Quality dropped but variety increased with the introduction of microwave ovens and freezer food.,The quality of food decreased while the variety increased after the introduction of microwave ovens and freezer food.
"admiration to approval: Queen have been recognised as having made significant contributions to such genres as hard rock, and heavy metal, among others.","Queen have been recognised as having made significant contributions to such genres as hard rock, and heavy metal, among others."
approval to caring: Use of caution is therefore recommended when interpreting changes in the racial composition of the US population over time.,Caution should be exercised when interpreting changes in the racial distribution of the US population over time.
excitement to admiration: It is the color of celebration and ceremony.,It embodies the spirit of celebration and ceremonial events.
"optimism to approval: In China, it is considered the color of good fortune and prosperity, and it is the color traditionally worn by brides.","In China, it is considered the color of good fortune and prosperity, and it is the color traditionally worn by brides."
"nervousness to disappointment: Minister of Home Security Herbert Morrison was also worried morale was breaking, noting the defeatism expressed by civilians.","Minister of Home Security Herbert Morrison was troubled by the defeatist sentiments expressed by civilians, indicating a decline in morale."
"approval to realization: Research on emotion has increased significantly over the past two decades with many fields contributing including psychology, neuroscience, endocrinology, medicine, history, sociology, and even computer science.","In the past 20 years, there has been a significant increase in the investigation of emotions, with many areas, such as psychology, neuroscience, endocrinology, medicine, history, sociology, and computer science, playing a role."
"admiration to approval: American culture puts a great emphasis on individual attributes, and views the self as unchangeable and constant.",The American way of life places a strong emphasis on individual qualities and considers the self to be unchanging and stable.
"approval to caring: As residential construction (as well as all other types of construction) can generate a lot of waste, careful planning again is needed here.","Careful planning is required for residential construction, as well as all other types of construction, due to the potential for waste generation."
